jobUrl,jobId,companyName,jobTitle,logoUrl,companyUrl,location,workplaceType,insights,postDate,isEasyApply,isPromoted,applicantCount,url,query,category,timestamp
https://www.linkedin.com/jobs/view/3464602649/,3464602649,PUNTO PAGO PANAMA,Growth Product Manager,https://media.licdn.com/dms/image/C4E0BAQE50EbSfPCMYA/company-logo_100_100/0/1595345828885?e=1684972800&v=beta&t=RhArtt3wI9uDzCN8CtT-X9PzHrXmYC8Ftyzfji7GRuU,https://www.linkedin.com/company/1549197/,Colombia,En remoto,Tu perfil se ajusta a este empleo,,true,false,0,https://www.linkedin.com/jobs/view/3464602649/,Data Science,Jobs,2023-02-17T01:33:20.552Z
https://www.linkedin.com/jobs/view/3440876347/,3440876347,Porvenir Pensiones y Cesantías,ESPECIALISTA DE ARQUITECTURA TI,https://media.licdn.com/dms/image/C4D0BAQHI5FHqBpVMuw/company-logo_100_100/0/1648135059935?e=1684972800&v=beta&t=gaZdyNmLfpu9d6j2q_ScF92dQskPuDe8f7KlfE6UnTA,https://www.linkedin.com/company/1324576/,"Bogotá, Distrito Capital, Colombia",Híbrido,Tu perfil se ajusta a este empleo,,true,false,0,https://www.linkedin.com/jobs/view/3440876347/,Data Science,Jobs,2023-02-17T01:33:20.553Z
https://www.linkedin.com/jobs/view/3456680787/,3456680787,Kinesso,Sr Manager Predictive Analytics,https://media.licdn.com/dms/image/C4D0BAQGbNuXoJznMJw/company-logo_100_100/0/1625161400540?e=1684972800&v=beta&t=3ANATy7DkKNutjkZrqPrDulmYXuiDK9zPzGDwA-Zq9I,https://www.linkedin.com/company/40749991/,"Bogotá, Distrito Capital, Colombia",En remoto,En busca de personal,,true,false,0,https://www.linkedin.com/jobs/view/3456680787/,Data Science,Jobs,2023-02-17T01:33:20.553Z
https://www.linkedin.com/jobs/view/3447047336/,3447047336,Worley,Ingeniero de Calidad Bilingüe (QA/QC),https://media.licdn.com/dms/image/C4D0BAQGTBMiiZajPTw/company-logo_100_100/0/1656629724913?e=1684972800&v=beta&t=hq-6dvBvmAyBI0Aq0bk-wOr2RqPEZqT7Iwk9Pg5xWJY,https://www.linkedin.com/company/6677/,Colombia,En remoto,En busca de personal,,false,false,0,https://www.linkedin.com/jobs/view/3447047336/,Data Science,Jobs,2023-02-17T01:33:20.553Z
https://www.linkedin.com/jobs/view/3473843512/,3473843512,Weir Minerals,Estudiante en Práctica,https://media.licdn.com/dms/image/C510BAQFWQH5bVobDSA/company-logo_100_100/0/1519885108613?e=1684972800&v=beta&t=vyjmony9AkA9xmU8XzQfUeMGwVPG7hLGTD3SaL0PW_w,https://www.linkedin.com/company/78340/,Colombia,En remoto,En busca de personal,,false,false,0,https://www.linkedin.com/jobs/view/3473843512/,Data Science,Jobs,2023-02-17T01:33:20.553Z
https://www.linkedin.com/jobs/view/3478667693/,3478667693,Evertec,Desarrollador Aplicaciones Móviles,https://media.licdn.com/dms/image/C560BAQH2s2QXrp5TYg/company-logo_100_100/0/1656676117391?e=1684972800&v=beta&t=is5nz1RD60sqg1NvDlBfKPUsLsulNrD58_JDeX5q3Fs,https://www.linkedin.com/company/110492/,Colombia,En remoto,En busca de personal,,true,false,21,https://www.linkedin.com/jobs/view/3478667693/,Data Science,Jobs,2023-02-17T01:33:20.553Z
https://www.linkedin.com/jobs/view/3467593237/,3467593237,Banco Popular Colombia,Profesional Especializado de Modelos de SARLAFT y ABAC,https://media.licdn.com/dms/image/C4D0BAQGkCDFZAl96mA/company-logo_100_100/0/1588978453809?e=1684972800&v=beta&t=szNZSOwTbvLLq24Mt7765dijPg9oADfcSekyplnI2vs,https://www.linkedin.com/company/65314658/,"Bogotá, Distrito Capital, Colombia",Presencial,En busca de personal,,true,false,0,https://www.linkedin.com/jobs/view/3467593237/,Data Science,Jobs,2023-02-17T01:33:20.553Z
https://www.linkedin.com/jobs/view/3451579290/,3451579290,Chemonics International,RFPVRIMMA056 - Servicios Profesionales de dos Desarrolladores Junior  Front End,https://media.licdn.com/dms/image/C560BAQFMfcG2uiz_7w/company-logo_100_100/0/1519856577223?e=1684972800&v=beta&t=Z20LZ-Sx29OHRfe1BNzNNKcba-FTNqYtr3uSYmoStVA,https://www.linkedin.com/company/7738/,"Bogotá, Distrito Capital, Colombia",En remoto,Tu perfil se ajusta a este empleo,,true,false,0,https://www.linkedin.com/jobs/view/3451579290/,Data Science,Jobs,2023-02-17T01:33:20.553Z
https://www.linkedin.com/jobs/view/3475274711/,3475274711,Itaú Colombia,Experto Técnico en Ciberseguridad Cloud,https://media.licdn.com/dms/image/C4E0BAQF7lWm87PS0BQ/company-logo_100_100/0/1658848595768?e=1684972800&v=beta&t=Jbh4GeS2Co-SkagNg_euAqIsbz_S2JXIvZ2N0WMtGYw,https://www.linkedin.com/company/9244289/,"Bogotá, Distrito Capital, Colombia",Híbrido,En busca de personal,,true,false,0,https://www.linkedin.com/jobs/view/3475274711/,Data Science,Jobs,2023-02-17T01:33:20.553Z
https://www.linkedin.com/jobs/view/3428162681/,3428162681,NovoPayment,Desarrollador de back-end,https://media.licdn.com/dms/image/C560BAQFcWYYaGLmJvg/company-logo_100_100/0/1612301368629?e=1684972800&v=beta&t=Xm_e_ZGZ3c1Cvgq-8VOmRKFLp-AkyLkFY85368UMSQ0,https://www.linkedin.com/company/743520/,"Bogotá, Distrito Capital, Colombia",Híbrido,En busca de personal,,true,false,0,https://www.linkedin.com/jobs/view/3428162681/,Data Science,Jobs,2023-02-17T01:33:20.553Z
